PassengerId,Survived_pred,Survived_prob
1139,0,0.8941968398449182
1140,1,0.950836808034181
1141,0,0.7447147934291608
1142,1,0.9046626706394661
1143,0,0.7260959457010713
1144,0,0.6579077880811504
1145,0,0.9312019939692601
1146,0,0.6375085832229248
1147,0,0.9445693595174918
1148,0,0.8284157713877531
1149,0,0.9152644309828186
1150,1,0.8863465031350369
1151,0,0.7795337104943983
1152,0,0.8775287848484907
1153,0,0.9122752885651487
1154,1,0.9498480632763813
1155,1,0.7089187910051743
1156,0,0.703516678910617
1157,0,0.9279758380620425
1158,0,0.9481188317862063
1159,0,0.9445693595174918
1160,0,0.8697479245100068
1161,0,0.8856256456897983
1162,1,0.5128443398089676
1163,0,0.8284157713877531
1164,1,0.9508033214444644
1165,1,0.8916808057685252
1166,0,0.8546052243888999
1167,1,0.9508092928173768
1168,0,0.8788278965599604
1169,0,0.88326089274405
1170,0,0.8851374460855549
1171,0,0.9038656599739551
1172,0,0.7964378237206426
1173,1,0.9384523392456238
1174,1,0.7254490421750286
1175,0,0.7372602247165174
1176,1,0.5158363972672764
1177,0,0.95636598315132
1178,0,0.9446320069867037
1179,0,0.9288394898374578
1180,0,0.8572510736646888
1181,0,0.9152644309828186
1182,0,0.8754165793622307
1183,1,0.7026542432758923
1184,0,0.8572510736646888
1185,0,0.8003449605747203
1186,0,0.7768572455689067
1187,0,0.9302760019431345
1188,1,0.9116623996524013
1189,0,0.787499289300381
1190,0,0.8577924713227876
1191,0,0.8679362463877025
1192,0,0.7958839572964977
1193,0,0.8455126884806823
1194,0,0.9066616451044481
1195,0,0.9312019939692601
1196,1,0.7254490421750286
1197,1,0.9387534495356317
1198,0,0.7572582291743012
1199,1,0.9293091914452444
1200,0,0.7670028875426294
1201,0,0.5622769597569061
1202,0,0.8856256456897983
1203,1,0.5965891104685905
1204,0,0.9445693595174918
1205,1,0.7009170833935233
1206,1,0.960290707214926
1207,1,0.7549473526974809
1208,0,0.7338016109225874
1209,0,0.8642049289108469
1210,0,0.9101839978169677
1211,0,0.9156922089554294
1212,0,0.7203639651370004
1213,0,0.7286867247479827
1214,0,0.9060688816403575
1215,1,0.6688539036547659
1216,1,0.9385710698475247
1217,0,0.9150857768456728
1218,1,0.9484317710191414
1219,0,0.6035285066662546
1220,0,0.8815767212167849
1221,0,0.9008800104106836
1222,1,0.9233526598008178
1223,0,0.5669171434882514
1224,0,0.8546052243888999
1225,1,0.8746673483361156
1226,0,0.9281655688299707
1227,0,0.868027288592885
1228,0,0.6997197204066269
1229,0,0.8931355627832992
1230,0,0.8752355452208279
1231,0,0.8572510736646888
1232,0,0.8642049289108469
1233,0,0.915953878852638
1234,0,0.8979896575304458
1235,1,0.9787355550668118
1236,0,0.9289482462446524
1237,1,0.7914643811515917
1238,0,0.9060688816403575
1239,1,0.7734975868006257
1240,0,0.9211936832096577
1241,1,0.9593033646722091
1242,1,0.9568841154464085
1243,0,0.9005669934933072
1244,0,0.9195491049387986
1245,0,0.850130663835069
1246,1,0.5160574082755888
1247,0,0.8827721160330361
1248,1,0.9698446606586502
1249,0,0.9200555163132672
1250,0,0.8284157713877531
1251,1,0.7675787978751306
1252,0,0.9453278454295297
1253,1,0.9652460539324595
1254,1,0.9593033646722091
1255,0,0.9266149054672161
1256,1,0.9646076172849762
1257,0,0.8926186675602085
1258,0,0.8423779757171632
1259,0,0.7892620384700124
1260,1,0.9568841154464085
1261,0,0.6948109379090168
1262,0,0.8829161945901527
1263,1,0.9651541210588518
1264,0,0.9700145989114833
1265,0,0.825878685971057
1266,1,0.9709578675899956
1267,1,0.9699409872073469
1268,0,0.7964378237206426
1269,0,0.8829161945901527
1270,0,0.947033983915012
1271,0,0.9034798350584123
1272,0,0.8284157713877531
1273,0,0.9127730669958203
1274,0,0.577007371869753
1275,1,0.7071058527832184
1276,0,0.8760254440351256
1277,1,0.9388488859959973
1278,0,0.7517043177358029
1279,0,0.8923651664653375
1280,0,0.8177464033695823
1281,0,0.9272127108558524
1282,0,0.8232252784463501
1283,1,0.9682908064397313
1284,0,0.8654653485298593
1285,0,0.8386014316071008
1286,0,0.9339833494524173
1287,1,0.9707252589123848
1288,0,0.8574017457078289
1289,1,0.9552965608569194
1290,0,0.7689406899688648
1291,0,0.8861924457199477
1292,1,0.94595691220429
1293,0,0.8867774820148425
1294,1,0.9803075033038652
1295,0,0.9100751525612485
1296,0,0.6186352765873477
1297,1,0.5033253722565028
1298,0,0.9038656599739551
1299,0,0.6273396770093074
1300,1,0.6634196473875248
1301,0,0.634613453707128
1302,1,0.7254490421750286
1303,1,0.9663862409594367
1304,0,0.5979242768545365
1305,0,0.9152644309828186
1306,1,0.9608828644167047
1307,0,0.95636598315132
1308,0,0.9152644309828186
1309,0,0.7529345695213696
